nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Gereja Isa Almasih Jemaat Jamblang,Gereja Kristen,"7CRX+RQG, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",,"4,9",7,"
(0231) 202054",Ada,Tersedia,-6.7079441,108.449461,Aksesibilitas Tersedia,[]
Gereja GPPS Cirebon,Gereja Pantekosta,"Jl. Kesambi No.2, Pekalipan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45117",,"4,8",5,"
0896-6103-4869",Ada,Tersedia,-6.724951,108.5608892,Aksesibilitas Tersedia,[]
GBI Arjawinangun,Gereja,"Jl. Kantor Pos No.1, Jungjang, Kec. Arjawinangun, Kabupaten Cirebon, Jawa Barat 45162",,"4,8",31,"
(0231) 357216",Ada,Tersedia,-6.6481225,108.4079118,Aksesibilitas Tersedia,[]
GBI ROCK CIREBON,Gereja,"Jl. Siliwangi No.20, Kesenden, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45121",Tutup,"5,0",6,,Ada,Tersedia,-6.7002725,108.5548156,Aksesibilitas Tersedia,[]
GKI Rahmani,Gereja Kristen,"Jl. Pengampon No.24, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,8",9,"
(0231) 203632",Ada,Tersedia,-6.7225558,108.5696478,Aksesibilitas Tersedia,[]
Taman Doa Maria Penolong Abadi,Tempat Ziarah,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",06.00 hingga 21.00,"5,0",269,,Ada,Tersedia,-6.7216778,108.5718595,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja GKPB Fajar Keagungan MDC,Gereja Kristen,"7HH6+95R, Pekalangan, Pekalipan, Pekalangan, Cirebon, Kota Cirebon, Jawa Barat 45118",,"4,9",27,"
(0231) 209501",Ada,Tersedia,-6.7215014,108.5603893,Aksesibilitas Tersedia,[]
Sekretariat GBI Rajawali Cirebon,Gereja,"Jl. Cluster Villa Kecapi Mas No.15 - 16, Kalijaga, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",Tutup,"4,7",3,,Tidak Ada ,Tidak Tersedia,-6.7412094,108.5534072,Aksesibilitas Tersedia,[]
Bethany POG,Gereja,"7H88+6QW, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat",,,,,Tidak Ada ,Tidak Tersedia,-6.7343906,108.5669542,Aksesibilitas Tersedia,[]
Gereja Satelit - Cirebon,Gereja,"Jl. Pengampon No.14, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"5,0",1,"
(0231) 9162252",Ada,Tidak Tersedia,-6.7219494,108.5710513,Aksesibilitas Tersedia,[]
"GEREJA KRISTEN TIRTAYASA (GKT) JEMAAT KEDAWUNG, CIREBON",Gereja,"7G99+6H4, Jl. Mahoni Raya Gsp, Karyamulya, Kec. Kesambi, Kota Cirebon, Jawa Barat 45135",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.7320568,108.5189665,Aksesibilitas Tersedia,[]
GPI NAFIRISION,Gereja,"7GRX+MM8, Garuda, Sukapura, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45153",,"4,5",2,,Tidak Ada ,Tidak Tersedia,-6.7083462,108.5492107,Aksesibilitas Tersedia,[]
Amal Penguburan Katolik,Gereja,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Buka 24 jam,,,"
0852-1254-0981",Ada,Tidak Tersedia,-6.7217359,108.5718177,Aksesibilitas Tersedia,[]
Gereja Katolik St Louis oktoh,Gereja,"Jl. Cimaja Raya II No.6, Tukmudal, Kec. Sumber, Kabupaten Cirebon, Jawa Barat 45611",Buka 24 jam,,,,Tidak Ada ,Tidak Tersedia,-6.7637803,108.4678664,Aksesibilitas Tersedia,[]
GPT Gambirlaya Cirebon,Gereja,"7HCF+WR9, Jl. Gambirlaya, Kesepuhan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45114",,"4,0",1,,Tidak Ada ,Tersedia,-6.727721,108.574623,Aksesibilitas Tersedia,[]
GBI Kebon Cai,Gereja,"Jl. Kebon Cai No.71, Pekalangan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45118",,"4,0",1,,Tidak Ada ,Tidak Tersedia,-6.7164626,108.5629999,Aksesibilitas Tersedia,[]
Gbippltuparev,Gereja,"7GQW+F89, Jl. Tuparev, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.711332,108.5458536,Aksesibilitas Tersedia,[]
Gereja Masehi Advent Hari Ketujuh (GMAHK) Cirebon,Gereja,"Jl. Pulasaren No.1, Kesepuhan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45114",07.00 hingga 15.00,"4,6",14,,Tidak Ada ,Tidak Tersedia,-6.724138,108.5696555,Aksesibilitas Tersedia,[]
GPdI Weru Plered Cirebon,Gereja,"7GV7+86M, Jl. Ps. Kue, Weru Kidul, Kec. Weru, Kabupaten Cirebon, Jawa Barat 45154",Tutup,"5,0",10,,Ada,Tersedia,-6.7066703,108.5130488,Aksesibilitas Tersedia,[]
Vihara Pemancar Keselamatan,Vihara,"Winaon No.26/69, Pekalipan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45117",,"4,4",89,,Tidak Ada ,Tidak Tersedia,-6.7206866,108.5662263,Aksesibilitas Tersedia,[]
Vihara Dewi Welas Asih,Vihara,"7HJC+R4Q Kantor, Jalan, Panjunan, Lemahwungkuk, Cirebon City, West Java 45112",,"4,6",307,,Tidak Ada ,Tidak Tersedia,-6.7179106,108.570364,Aksesibilitas Tersedia,[]
